month_end,account_id,account_name,subsidiary_id,subsidiary_name,account_number,account_full_name,category,bs_flag,category_sorting,bs_flag_sorting,subsidiary_country,year,quarter,quarter_name,month,month_name,std_amount,std_amount_gbp,subsidiary_currency,is_year_end,is_quarter_end,account_type_name,ns_category,ns_bs_flag,ns_category_sorting,ns_bs_flag_sorting,ns_std_amount,ns_std_amount_gbp
31/07/2020,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2020,3,Qtr 3,7,Jul,292602.768,292602.768,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,292602.768,292602.768
31/08/2020,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2020,3,Qtr 3,8,Aug,306042.768,306042.768,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,306042.768,306042.768
31/10/2020,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2020,4,Qtr 4,10,Oct,319002.768,319002.768,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,319002.768,319002.768
31/01/2021,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,1,Qtr 1,1,Jan,570069.296,570069.296,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,570069.296,570069.296
31/05/2021,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,2,Qtr 2,5,May,669570.592,669570.592,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,669570.592,669570.592
31/07/2021,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,3,Qtr 3,7,Jul,669570.592,669570.592,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,669570.592,669570.592
31/08/2021,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,3,Qtr 3,8,Aug,682766.592,682766.592,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,682766.592,682766.592
31/10/2021,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,4,Qtr 4,10,Oct,781758.296,781758.296,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,781758.296,781758.296
31/01/2022,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2022,1,Qtr 1,1,Jan,391293.76,391293.76,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,391293.76,391293.76
31/05/2022,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2022,2,Qtr 2,5,May,488518.72,488518.72,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,488518.72,488518.72
31/07/2022,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2022,3,Qtr 3,7,Jul,527338.72,527338.72,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,527338.72,527338.72
31/08/2022,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2022,3,Qtr 3,8,Aug,595262.216,595262.216,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,595262.216,595262.216
31/10/2022,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2022,4,Qtr 4,10,Oct,758338.48,758338.48,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,758338.48,758338.48
31/01/2023,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2023,1,Qtr 1,1,Jan,965603.056,965603.056,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,965603.056,965603.056
31/05/2023,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2023,2,Qtr 2,5,May,1073475.968,1073475.968,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1073475.968,1073475.968
31/07/2023,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2023,3,Qtr 3,7,Jul,1097315.968,1097315.968,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1097315.968,1097315.968
31/08/2023,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2023,3,Qtr 3,8,Aug,1202035.968,1202035.968,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1202035.968,1202035.968
31/10/2023,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2023,4,Qtr 4,10,Oct,1529528.336,1529528.336,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1529528.336,1529528.336
31/01/2024,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2024,1,Qtr 1,1,Jan,1612301.84,1612301.84,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1612301.84,1612301.84
31/05/2024,563,Increase During The Year,18,ACME Corp,81260,81260 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2024,2,Qtr 2,5,May,1683500.24,1683500.24,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1683500.24,1683500.24
31/05/2017,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2017,2,Qtr 2,5,May,52542.4,52542.4,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,52542.4,52542.4
31/07/2017,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2017,3,Qtr 3,7,Jul,165752,165752,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,165752,165752
31/08/2017,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2017,3,Qtr 3,8,Aug,165752,165752,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,165752,165752
31/10/2017,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2017,4,Qtr 4,10,Oct,166311.2,166311.2,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,166311.2,166311.2
31/01/2018,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,1,Qtr 1,1,Jan,166311.2,166311.2,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,166311.2,166311.2
31/05/2018,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,2,Qtr 2,5,May,185023.2,185023.2,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,185023.2,185023.2
31/07/2018,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,3,Qtr 3,7,Jul,185023.2,185023.2,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,185023.2,185023.2
31/08/2018,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,3,Qtr 3,8,Aug,185023.2,185023.2,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,185023.2,185023.2
31/10/2018,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,4,Qtr 4,10,Oct,185023.2,185023.2,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,185023.2,185023.2
31/01/2019,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,1,Qtr 1,1,Jan,185023.2,185023.2,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,185023.2,185023.2
31/05/2019,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,2,Qtr 2,5,May,185023.2,185023.2,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,185023.2,185023.2
31/07/2019,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,3,Qtr 3,7,Jul,185023.2,185023.2,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,185023.2,185023.2
31/08/2019,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,3,Qtr 3,8,Aug,185023.2,185023.2,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,185023.2,185023.2
31/10/2019,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,4,Qtr 4,10,Oct,185023.2,185023.2,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,185023.2,185023.2
31/05/2024,685,Increase During The Year,18,ACME Corp,81802,81802 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2024,2,Qtr 2,5,May,14876.8,14876.8,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,14876.8,14876.8
31/10/2017,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2017,4,Qtr 4,10,Oct,13360,13360,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,13360,13360
31/01/2018,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,1,Qtr 1,1,Jan,13360,13360,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,13360,13360
31/05/2018,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,2,Qtr 2,5,May,13360,13360,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,13360,13360
31/07/2018,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,3,Qtr 3,7,Jul,13360,13360,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,13360,13360
31/08/2018,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,3,Qtr 3,8,Aug,13360,13360,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,13360,13360
31/10/2018,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,4,Qtr 4,10,Oct,13360,13360,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,13360,13360
31/01/2019,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,1,Qtr 1,1,Jan,13360,13360,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,13360,13360
31/05/2019,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,2,Qtr 2,5,May,13360,13360,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,13360,13360
31/07/2019,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,3,Qtr 3,7,Jul,13360,13360,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,13360,13360
31/08/2019,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,3,Qtr 3,8,Aug,13360,13360,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,13360,13360
31/10/2019,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,4,Qtr 4,10,Oct,13360,13360,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,13360,13360
31/08/2020,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2020,3,Qtr 3,8,Aug,12000,12000,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,12000,12000
31/10/2020,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2020,4,Qtr 4,10,Oct,12000,12000,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,12000,12000
31/01/2021,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,1,Qtr 1,1,Jan,12000,12000,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,12000,12000
31/05/2021,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,2,Qtr 2,5,May,12000,12000,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,12000,12000
31/07/2021,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,3,Qtr 3,7,Jul,12000,12000,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,12000,12000
31/08/2021,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,3,Qtr 3,8,Aug,12000,12000,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,12000,12000
31/10/2021,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,4,Qtr 4,10,Oct,12000,12000,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,12000,12000
31/01/2022,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2022,1,Qtr 1,1,Jan,24000,24000,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,24000,24000
31/05/2022,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2022,2,Qtr 2,5,May,44000,44000,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,44000,44000
31/07/2022,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2022,3,Qtr 3,7,Jul,44000,44000,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,44000,44000
31/08/2022,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2022,3,Qtr 3,8,Aug,44000,44000,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,44000,44000
31/10/2022,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2022,4,Qtr 4,10,Oct,44000,44000,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,44000,44000
31/01/2023,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2023,1,Qtr 1,1,Jan,282826.352,282826.352,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,282826.352,282826.352
31/05/2023,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2023,2,Qtr 2,5,May,282826.352,282826.352,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,282826.352,282826.352
31/07/2023,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2023,3,Qtr 3,7,Jul,487657.368,487657.368,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,487657.368,487657.368
31/08/2023,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2023,3,Qtr 3,8,Aug,487657.368,487657.368,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,487657.368,487657.368
31/10/2023,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2023,4,Qtr 4,10,Oct,571657.368,571657.368,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,571657.368,571657.368
31/01/2024,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2024,1,Qtr 1,1,Jan,571657.368,571657.368,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,571657.368,571657.368
31/05/2024,550,Increase During The Year,18,ACME Corp,81630,81630 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2024,2,Qtr 2,5,May,571657.368,571657.368,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,571657.368,571657.368
31/05/2017,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2017,2,Qtr 2,5,May,565795.568,565795.568,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,565795.568,565795.568
31/07/2017,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2017,3,Qtr 3,7,Jul,550029.704,550029.704,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,550029.704,550029.704
31/08/2017,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2017,3,Qtr 3,8,Aug,472850.808,472850.808,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,472850.808,472850.808
31/10/2017,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2017,4,Qtr 4,10,Oct,379517.016,379517.016,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,379517.016,379517.016
31/01/2018,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,1,Qtr 1,1,Jan,586646.496,586646.496,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,586646.496,586646.496
31/05/2018,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,2,Qtr 2,5,May,811038.744,811038.744,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,811038.744,811038.744
31/07/2018,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,3,Qtr 3,7,Jul,668281.584,668281.584,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,668281.584,668281.584
31/08/2018,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,3,Qtr 3,8,Aug,592694.96,592694.96,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,592694.96,592694.96
31/10/2018,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2018,4,Qtr 4,10,Oct,449082.88,449082.88,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,449082.88,449082.88
31/01/2019,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,1,Qtr 1,1,Jan,1375728.6,1375728.6,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1375728.6,1375728.6
31/05/2019,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,2,Qtr 2,5,May,967774.224,967774.224,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,967774.224,967774.224
31/07/2019,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,3,Qtr 3,7,Jul,767829.392,767829.392,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,767829.392,767829.392
31/08/2019,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,3,Qtr 3,8,Aug,663007.152,663007.152,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,663007.152,663007.152
31/10/2019,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2019,4,Qtr 4,10,Oct,464939.48,464939.48,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,464939.48,464939.48
31/01/2020,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2020,1,Qtr 1,1,Jan,758070.632,758070.632,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,758070.632,758070.632
31/05/2020,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2020,2,Qtr 2,5,May,1596794.4,1596794.4,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1596794.4,1596794.4
31/07/2020,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2020,3,Qtr 3,7,Jul,1259021.96,1259021.96,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1259021.96,1259021.96
31/08/2020,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2020,3,Qtr 3,8,Aug,1090543.64,1090543.64,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1090543.64,1090543.64
31/10/2020,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2020,4,Qtr 4,10,Oct,789886.648,789886.648,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,789886.648,789886.648
31/01/2021,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,1,Qtr 1,1,Jan,970829.664,970829.664,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,970829.664,970829.664
31/05/2021,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,2,Qtr 2,5,May,1728154.944,1728154.944,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1728154.944,1728154.944
31/07/2021,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,3,Qtr 3,7,Jul,1387834.28,1387834.28,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1387834.28,1387834.28
31/08/2021,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,3,Qtr 3,8,Aug,1212488.568,1212488.568,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1212488.568,1212488.568
31/10/2021,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2021,4,Qtr 4,10,Oct,865004.528,865004.528,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,865004.528,865004.528
31/01/2022,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2022,1,Qtr 1,1,Jan,1097784.608,1097784.608,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1097784.608,1097784.608
31/05/2022,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2022,2,Qtr 2,5,May,2338503.232,2338503.232,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,2338503.232,2338503.232
31/07/2022,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2022,3,Qtr 3,7,Jul,1790136.088,1790136.088,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1790136.088,1790136.088
31/08/2022,620,Increase During The Year,18,ACME Corp,81730,81730 - Increase During The Year,Tangible Fixed Assets,Assets,9,1,UK,2022,3,Qtr 3,8,Aug,1516219.864,1516219.864,GBP,0,0,Fixed Asset,Fixed Asset,Assets,4,1,1516219.864,1516219.864
